Wall time,Step,Value
1653308603.0145688,0,0.20000000298023224
1653308685.879286,1,0.800000011920929
1653308766.5416434,2,1.5000001192092896
1653308847.3767788,3,1.8000000715255737
1653308928.1295257,4,2.8000001907348633
1653309008.6125274,5,3.000000238418579
1653309089.1137252,6,3.200000047683716
1653309169.8594568,7,4.200000286102295
1653309250.3702445,8,5.100000381469727
1653309332.0665536,9,4.5
1653309413.5499828,10,6.700000286102295
1653309494.0948367,11,6.000000476837158
1653309574.3809946,12,7.800000190734863
1653309654.9462588,13,7.300000190734863
1653309735.3942218,14,8.700000762939453
1653309816.0150921,15,7.800000190734863
1653309896.6351595,16,8.90000057220459
1653309977.197572,17,9.5
1653310057.8592846,18,10.0
1653310138.4469547,19,10.600000381469727
1653310219.4914489,20,10.300000190734863
1653310300.156406,21,10.800000190734863
1653310381.1942105,22,11.600000381469727
1653310462.1061113,23,11.200000762939453
1653310542.501733,24,10.800000190734863
1653310622.9951231,25,11.300000190734863
1653310704.0305994,26,10.100000381469727
1653310784.3729722,27,11.40000057220459
1653310865.621563,28,10.600000381469727
1653310946.0185978,29,10.500000953674316
1653311027.3431382,30,11.300000190734863
1653311107.8022635,31,11.40000057220459
1653311188.3208394,32,11.500000953674316
1653311269.1904893,33,11.100000381469727
1653311350.027719,34,11.40000057220459
1653311430.3539124,35,11.600000381469727
1653311510.8258216,36,11.100000381469727
1653311591.4008608,37,11.200000762939453
1653311672.1993454,38,11.300000190734863
1653311752.8558285,39,11.300000190734863
1653311833.5365188,40,11.000000953674316
1653311914.798448,41,10.700000762939453
1653311995.977482,42,10.700000762939453
1653312076.448455,43,10.300000190734863
1653312157.207431,44,11.100000381469727
1653312237.6411045,45,11.000000953674316
1653312318.0701394,46,10.90000057220459
1653312398.459328,47,11.000000953674316
1653312478.9113483,48,11.100000381469727
1653312559.3352115,49,11.100000381469727
1653312639.6487398,50,11.100000381469727
1653312720.1574986,51,11.200000762939453
1653312800.5365098,52,11.100000381469727
1653312880.9899504,53,11.100000381469727
1653312961.3468096,54,10.800000190734863
1653313041.881801,55,10.800000190734863
1653313122.2594442,56,10.90000057220459
1653313202.764597,57,11.000000953674316
1653313283.1637678,58,11.100000381469727
1653313363.4500582,59,11.100000381469727
1653313443.7751434,60,11.100000381469727
1653313524.1029673,61,11.100000381469727
1653313604.6378646,62,11.100000381469727
1653313685.208597,63,11.100000381469727
1653313765.6404305,64,11.000000953674316
1653313846.1803415,65,11.100000381469727
1653313926.6920767,66,11.100000381469727
1653314007.1188176,67,11.100000381469727
1653314087.5982707,68,11.100000381469727
1653314168.107885,69,11.100000381469727
1653314248.475956,70,11.100000381469727
1653314328.925042,71,11.100000381469727
1653314409.3724911,72,11.100000381469727
1653314489.7506452,73,11.100000381469727
1653314570.22184,74,11.100000381469727
1653314650.6811213,75,11.000000953674316
1653314731.0759714,76,11.000000953674316
1653314811.7019143,77,11.000000953674316
1653314892.3157997,78,11.000000953674316
1653314972.5746298,79,11.000000953674316
1653315053.0046525,80,11.100000381469727
1653315133.4390297,81,11.100000381469727
1653315213.831126,82,11.000000953674316
1653315294.223397,83,11.000000953674316
1653315374.6188064,84,11.100000381469727
1653315454.8563354,85,11.100000381469727
1653315535.4015656,86,11.100000381469727
1653315615.8208187,87,11.100000381469727
1653315696.1121318,88,11.100000381469727
1653315776.5586908,89,11.100000381469727
1653315856.8755949,90,11.000000953674316
1653315937.1866822,91,11.000000953674316
1653316017.5463986,92,11.000000953674316
1653316097.9639542,93,11.000000953674316
1653316178.511479,94,11.000000953674316
1653316259.0597882,95,11.000000953674316
1653316339.5980427,96,11.000000953674316
1653316419.9369538,97,11.000000953674316
1653316500.335757,98,11.000000953674316
1653316580.880443,99,11.000000953674316
1653316661.3068316,100,11.000000953674316
